icao,name,country,type,lat,lon,elev_m,runway,heading_deg,length_m,width_m,surface
,KURNATOWICE,PL,airfield_civil,52.59194000,16.08694000,85,36,360,380,30,grass
,KUŹNIA RACIBORSKA,PL,airfield_civil,50.22139000,18.32556000,195,09,87,650,25,grass
,KUŹNIA RACIBORSKA,PL,airfield_civil,50.22139000,18.32556000,195,27,267,650,25,grass
EPSL,LĄDOWISKO ŚWIDNIK,PL,airfield_civil,51.23194000,22.69028000,196,06,55,700,50,grass
EPSL,LĄDOWISKO ŚWIDNIK,PL,airfield_civil,51.23194000,22.69028000,196,24,235,700,50,grass
EPLK,ŁASK,PL,military,51.55167000,19.17917000,195,10,107,3000,60,concrete
EPLK,ŁASK,PL,military,51.55167000,19.17917000,195,28,287,3000,60,concrete
EPJL,LASZKI,PL,airfield_civil,50.00833000,22.91833000,187,08,77,800,80,grass
EPJL,LASZKI,PL,airfield_civil,50.00833000,22.91833000,187,26,257,800,80,grass
EPLD,LDZAŃ,PL,airfield_civil,51.59000000,19.25500000,183,06,58,1100,30,grass
EPLD,LDZAŃ,PL,airfield_civil,51.59000000,19.25500000,183,24,238,1100,30,grass
EPLY,ŁĘCZYCA,PL,military,52.00500000,19.14389000,123,10,104,2500,60,asphalt
EPLY,ŁĘCZYCA,PL,military,52.00500000,19.14389000,123,28,284,2500,60,asphalt
,LEWICKIE,PL,airfield_civil,53.02917000,23.13472000,131,04,39,500,20,grass
,LEWICKIE,PL,airfield_civil,53.02917000,23.13472000,131,22,219,500,20,grass
EPLI,LINOWIEC,PL,airfield_civil,54.00806000,18.49972000,107,09,88,400,42,grass
EPLI,LINOWIEC,PL,airfield_civil,54.00806000,18.49972000,107,27,268,400,42,grass
,LGOTA MUROWANA,PL,airfield_civil,50.52639000,19.56000000,366,09,92,457,30,grass
,LGOTA MUROWANA,PL,airfield_civil,50.52639000,19.56000000,366,27,272,457,30,grass
,LIPKI WIELKIE,PL,airfield_civil,52.71583000,15.51083000,41,05,48,760,25,asphalt
,LIPKI WIELKIE,PL,airfield_civil,52.71583000,15.51083000,41,23,228,760,25,asphalt
,LISY,PL,airfield_civil,54.22139000,22.04778000,128,04,37,455,18,grass
,LISY,PL,airfield_civil,54.22139000,22.04778000,128,22,217,455,18,grass
,LISEWO,PL,airfield_civil,52.60667000,20.42833000,110,17,173,440,25,grass
,LISEWO,PL,airfield_civil,52.60667000,20.42833000,110,35,353,440,25,grass
,ŁOBEZ,PL,airfield_civil,53.60889000,15.68889000,96,13,132,800,60,grass
,ŁOBEZ,PL,airfield_civil,53.60889000,15.68889000,96,32,312,800,60,grass
EPGI,LISIE KĄTY,PL,airfield_civil,53.52442000,18.84933000,35,13,130,1060,200,grass
EPGI,LISIE KĄTY,PL,airfield_civil,53.52442000,18.84933000,35,31,310,1060,200,grass
EPLL,ŁÓDŹ,PL,ifr,51.71990000,19.38889000,177,07L,71,2500,45,asphalt
EPLL,ŁÓDŹ,PL,ifr,51.71990000,19.38889000,177,25R,251,2500,45,asphalt
EPLL,ŁÓDŹ,PL,ifr,51.71990000,19.38889000,177,07R,71,700,175,grass
EPLL,ŁÓDŹ,PL,ifr,51.71990000,19.38889000,177,25L,251,700,175,grass
,LIW KRYPY,PL,airfield_civil,52.38806000,21.98861000,119,18,180,365,50,grass
,LIW KRYPY,PL,airfield_civil,52.38806000,21.98861000,119,36,360,365,50,grass
,LIW KRYPY,PL,airfield_civil,52.38806000,21.98861000,119,06,65,220,12,grass
,LIW KRYPY,PL,airfield_civil,52.38806000,21.98861000,119,24,245,220,12,grass
,LIW JARNICE,PL,airfield_civil,52.36222000,21.98333000,117,17,167,320,25,grass
,LIW JARNICE,PL,airfield_civil,52.36222000,21.98333000,117,35,347,320,25,grass
,ŁOMŻA,PL,airfield_civil,53.17917000,22.09389000,91,09,121,315,40,grass
,ŁOMŻA,PL,airfield_civil,53.17917000,22.09389000,91,27,301,315,40,grass
EPNL,ŁOSOSINA DOLNA K/NOWEGO SĄCZA,PL,airfield_civil,49.74528000,20.62333000,254,04,37,830,60,grass
EPNL,ŁOSOSINA DOLNA K/NOWEGO SĄCZA,PL,airfield_civil,49.74528000,20.62333000,254,22,217,830,60,grass
EPLU,LUBIN,PL,airfield_civil,51.42301000,16.19616000,156,11,114,900,100,grass
EPLU,LUBIN,PL,airfield_civil,51.42301000,16.19616000,156,29,294,900,100,grass
EPLU,LUBIN,PL,airfield_civil,51.42301000,16.19616000,156,13L,127,1000,30,asphalt
EPLU,LUBIN,PL,airfield_civil,51.42301000,16.19616000,156,31R,307,1000,30,asphalt
EPLU,LUBIN,PL,airfield_civil,51.42301000,16.19616000,156,13R,127,850,100,grass
EPLU,LUBIN,PL,airfield_civil,51.42301000,16.19616000,156,31L,307,850,100,grass
,ŁUKÓW-GRĘZÓWKA,PL,airfield_civil,51.99389000,22.32222000,168,02,17,750,100,grass
,ŁUKÓW-GRĘZÓWKA,PL,airfield_civil,51.99389000,22.32222000,168,20,197,750,100,grass
,MAJDAN NOWY 1,PL,airfield_civil,50.46000000,22.74667000,201,02,16,1384,26,grass
,MAJDAN NOWY 1,PL,airfield_civil,50.46000000,22.74667000,201,20,196,1384,26,grass
,MAJDAN NOWY 2,PL,ultralight,50.46167000,22.76389000,213,02,15,200,40,grass
,MAJDAN NOWY 2,PL,ultralight,50.46167000,22.76389000,213,20,195,200,40,grass
EPLB,LUBLIN,PL,ifr,51.24028000,22.71361000,206,07,77,2520,45,asphalt
EPLB,LUBLIN,PL,ifr,51.24028000,22.71361000,206,25,257,2520,45,asphalt
,MAJORY,PL,airfield_civil,51.43167000,18.05833000,151,09,86,405,40,grass
,MAJORY,PL,airfield_civil,51.43167000,18.05833000,151,27,266,405,40,grass
EPMB,MALBORK,PL,military,54.02667000,19.13556000,6,07,79,2500,50,concrete
EPMB,MALBORK,PL,military,54.02667000,19.13556000,6,25,259,2500,50,concrete
,MAKOWICE,PL,airfield_civil,53.76056000,15.29028000,35,11,109,1640,30,asphalt
,MAKOWICE,PL,airfield_civil,53.76056000,15.29028000,35,29,289,1640,30,asphalt
,MARIANKA,PL,ultralight,51.75806000,14.73972000,75,12,123,900,60,grass
,MARIANKA,PL,ultralight,51.75806000,14.73972000,75,30,303,900,60,grass
EPKA,MASLOW K/KIELC,PL,airfield_civil,50.89682000,20.73156000,293,11R,106,1040,30,asphalt
EPKA,MASLOW K/KIELC,PL,airfield_civil,50.89682000,20.73156000,293,29L,286,1040,30,asphalt
EPKA,MASLOW K/KIELC,PL,airfield_civil,50.89682000,20.73156000,293,11L,106,900,200,grass
EPKA,MASLOW K/KIELC,PL,airfield_civil,50.89682000,20.73156000,293,29R,286,900,200,grass
EPOM,MICHALKOW K/OSTROWA WLKP.,PL,airfield_civil,51.70248000,17.84681000,145,11L,105,960,265,grass
EPOM,MICHALKOW K/OSTROWA WLKP.,PL,airfield_civil,51.70248000,17.84681000,145,29R,285,960,265,grass
EPOM,MICHALKOW K/OSTROWA WLKP.,PL,airfield_civil,51.70248000,17.84681000,145,11R,109,960,50,grass
EPOM,MICHALKOW K/OSTROWA WLKP.,PL,airfield_civil,51.70248000,17.84681000,145,29L,289,960,50,grass
,MIEDZYRZEC PODLASKI,PL,airfield_civil,52.01750000,22.73417000,152,04,40,513,28,grass
,MIEDZYRZEC PODLASKI,PL,airfield_civil,52.01750000,22.73417000,152,22,220,513,28,grass
,MIEDZYRZECZ 2,PL,airfield_civil,52.41917000,15.58056000,50,18,1,200,25,grass
,MIEDZYRZECZ 2,PL,airfield_civil,52.41917000,15.58056000,50,36,181,200,25,grass
,MIEDZYRZECZ 2,PL,airfield_civil,52.41917000,15.58056000,50,13,129,260,25,grass
,MIEDZYRZECZ 2,PL,airfield_civil,52.41917000,15.58056000,50,31,309,260,25,grass
,MIEDZYRZECZ 2,PL,airfield_civil,52.41917000,15.58056000,50,06,62,330,25,grass
,MIEDZYRZECZ 2,PL,airfield_civil,52.41917000,15.58056000,50,24,242,330,25,grass
,MIEDZYRZECZ 1,PL,closed,52.44139000,15.61972000,50,10,100,500,28,grass
,MIEDZYRZECZ 1,PL,closed,52.44139000,15.61972000,50,28,280,500,28,grass
,MIEROSZOW,PL,airfield_civil,50.66778000,16.20222000,519,08,80,450,40,grass
,MIEROSZOW,PL,airfield_civil,50.66778000,16.20222000,519,26,260,450,40,grass
EPML,MIELEC,PL,airfield_civil,50.32228000,21.46213000,167,17,174,657,25,asphalt
EPML,MIELEC,PL,airfield_civil,50.32228000,21.46213000,167,35,354,657,25,asphalt
EPML,MIELEC,PL,airfield_civil,50.32228000,21.46213000,167,08R,84,2492,45,asphalt
EPML,MIELEC,PL,airfield_civil,50.32228000,21.46213000,167,26L,264,2492,45,asphalt
EPML,MIELEC,PL,airfield_civil,50.32228000,21.46213000,167,08L,84,550,60,grass
EPML,MIELEC,PL,airfield_civil,50.32228000,21.46213000,167,26R,264,550,60,grass
EPMM,MINSK MAZOWIECKI,PL,military,52.19556000,21.65583000,168,09,90,2500,80,concrete
EPMM,MINSK MAZOWIECKI,PL,military,52.19556000,21.65583000,168,27,270,2500,80,concrete
EPMR,MIROSLAWICE,PL,airfield_civil,50.95917000,16.77028000,151,17,170,845,50,grass
EPMR,MIROSLAWICE,PL,airfield_civil,50.95917000,16.77028000,151,35,350,845,50,grass
EPMR,MIROSLAWICE,PL,airfield_civil,50.95917000,16.77028000,151,09L,88,570,50,grass
EPMR,MIROSLAWICE,PL,airfield_civil,50.95917000,16.77028000,151,27R,268,570,50,grass
EPMR,MIROSLAWICE,PL,airfield_civil,50.95917000,16.77028000,151,09R,88,515,50,grass
EPMR,MIROSLAWICE,PL,airfield_civil,50.95917000,16.77028000,151,27L,268,515,50,grass
EPMX,MILEWO,PL,airfield_civil,52.66667000,20.42861000,101,18,179,550,35,grass
EPMX,MILEWO,PL,airfield_civil,52.66667000,20.42861000,101,36,359,550,35,grass
EPMI,MIROSLAWIEC,PL,military,53.39500000,16.08278000,151,12,125,2500,45,concrete
EPMI,MIROSLAWIEC,PL,military,53.39500000,16.08278000,151,30,305,2500,45,concrete
,MOLENDY,PL,airfield_civil,51.51500000,21.61306000,128,18R,179,970,19,grass
,MOLENDY,PL,airfield_civil,51.51500000,21.61306000,128,36L,359,970,19,grass
,MOLENDY,PL,airfield_civil,51.51500000,21.61306000,128,18L,179,902,37,grass
,MOLENDY,PL,airfield_civil,51.51500000,21.61306000,128,36R,359,902,37,grass
EPMG,MRAGOWO,PL,airfield_civil,53.82500000,21.31833000,149,03,35,698,50,grass
EPMG,MRAGOWO,PL,airfield_civil,53.82500000,21.31833000,149,21,215,698,50,grass
,MOSTKI,PL,airfield_civil,52.27111000,15.37222000,104,11,113,900,100,grass
,MOSTKI,PL,airfield_civil,52.27111000,15.37222000,104,29,293,900,100,grass
EPMY,MYSLIBORZ-GIZYN,PL,airfield_civil,52.94111000,15.03000000,66,15,149,920,23,grass
EPMY,MYSLIBORZ-GIZYN,PL,airfield_civil,52.94111000,15.03000000,66,33,329,920,23,grass
,NADRYBIE,PL,airfield_civil,51.35056000,23.02611000,168,04,39,770,54,grass
,NADRYBIE,PL,airfield_civil,51.35056000,23.02611000,168,22,219,770,54,grass
,MYSLECIN,PL,airfield_civil,52.53778000,17.48528000,116,09,90,316,19,grass
,MYSLECIN,PL,airfield_civil,52.53778000,17.48528000,116,27,270,316,19,grass
,NAKLO NAD NOTECIA,PL,airfield_civil,53.14583000,17.55667000,87,11,108,286,15,grass
,NAKLO NAD NOTECIA,PL,airfield_civil,53.14583000,17.55667000,87,29,288,286,15,grass
,NAKLO NAD NOTECIA,PL,airfield_civil,53.14583000,17.55667000,87,14,143,260,30,grass
,NAKLO NAD NOTECIA,PL,airfield_civil,53.14583000,17.55667000,87,32,323,260,30,grass
EPHN,NAREW 2,PL,airfield_civil,52.90778000,23.54306000,135,13,136,975,35,grass
EPHN,NAREW 2,PL,airfield_civil,52.90778000,23.54306000,135,31,316,975,35,grass
,NATOLIN,PL,airfield_civil,51.01611000,18.75444000,241,13,133,632,20,grass
,NATOLIN,PL,airfield_civil,51.01611000,18.75444000,241,31,313,632,20,grass
EPNI,NIEGOWONICZKI,PL,airfield_civil,50.37278000,19.42056000,318,02,22,492,30,grass
EPNI,NIEGOWONICZKI,PL,airfield_civil,50.37278000,19.42056000,318,20,202,492,30,grass
,NOWA WIES,PL,airfield_civil,51.80250000,21.07861000,128,03,27,370,50,grass
,NOWA WIES,PL,airfield_civil,51.80250000,21.07861000,128,21,207,370,50,grass
EPNT,NOWY TARG,PL,airfield_civil,49.46278000,20.05083000,607,12,117,1680,80,grass
EPNT,NOWY TARG,PL,airfield_civil,49.46278000,20.05083000,607,30,297,1680,80,grass
,NOWECIN,PL,airfield_civil,54.74694000,17.60361000,3,07,69,700,60,grass
,NOWECIN,PL,airfield_civil,54.74694000,17.60361000,3,25,249,700,60,grass
,NYSA,PL,ultralight,50.47194000,17.26722000,215,34,344,300,25,grass
,NOWOGROD,PL,airfield_civil,53.24056000,21.71028000,98,02,21,280,35,grass
,NOWOGROD,PL,airfield_civil,53.24056000,21.71028000,98,20,201,280,35,grass
EPNM,NOWE MIASTO,PL,airfield_civil,51.62778000,20.53750000,158,08,80,2400,30,concrete
EPNM,NOWE MIASTO,PL,airfield_civil,51.62778000,20.53750000,158,26,260,2400,30,concrete
EPOB,OBORNIKI,PL,airfield_civil,52.66694000,16.77444000,62,11,108,621,62,grass
EPOB,OBORNIKI,PL,airfield_civil,52.66694000,16.77444000,62,29,288,621,62,grass
EPOK,OKSYWIE,PL,military,54.57972000,18.51722000,45,13,136,2500,60,concrete
EPOK,OKSYWIE,PL,military,54.57972000,18.51722000,45,31,316,2500,60,concrete
EPOK,OKSYWIE,PL,military,54.57972000,18.51722000,45,08,88,790,30,asphalt
EPOK,OKSYWIE,PL,military,54.57972000,18.51722000,45,26,268,790,30,asphalt
,OLESZYCE,PL,airfield_civil,50.16972000,23.05889000,229,12,122,720,50,grass
,OLESZYCE,PL,airfield_civil,50.16972000,23.05889000,229,30,302,720,50,grass
EPSY,OLSZTYN-MAZURY,PL,ifr,53.48186000,20.93769000,141,01,19,2500,45,asphalt
EPSY,OLSZTYN-MAZURY,PL,ifr,53.48186000,20.93769000,141,19,199,2500,45,asphalt
,OLESNICA,PL,airfield_civil,51.21472000,17.43833000,159,07,68,2300,28,asphalt
,OLESNICA,PL,airfield_civil,51.21472000,17.43833000,159,25,248,2300,28,asphalt
EPKN,OPOLE KAMIEN SLA,PL,airfield_civil,50.53044000,18.07976000,197,11,110,900,30,asphalt
EPKN,OPOLE KAMIEN SLA,PL,airfield_civil,50.53044000,18.07976000,197,29,290,900,30,asphalt
,OSIEK,PL,airfield_civil,53.18417000,19.39083000,104,01,8,430,25,grass
,OSIEK,PL,airfield_civil,53.18417000,19.39083000,104,19,188,430,25,grass
,PACOLTOWO,PL,airfield_civil,53.53083000,20.15361000,197,07,72,850,30,grass
,PACOLTOWO,PL,airfield_civil,53.53083000,20.15361000,197,25,252,850,30,grass
,PALOWO,PL,airfield_civil,54.44611000,16.81750000,42,15,151,400,50,grass
,PALOWO,PL,airfield_civil,54.44611000,16.81750000,42,33,331,400,50,grass
,PCIN,PL,ultralight,51.27917000,21.56389000,158,06,55,260,35,grass
,PCIN,PL,ultralight,51.27917000,21.56389000,158,24,235,260,35,grass
EPPA,PAWLOWICZKI,PL,airfield_civil,50.24472000,18.02361000,249,03,27,631,44,grass
EPPA,PAWLOWICZKI,PL,airfield_civil,50.24472000,18.02361000,249,21,207,631,44,grass
EPRP,PIASTOW K/RADOMIA,PL,airfield_civil,51.47901000,21.11003000,148,17,171,720,100,grass
EPRP,PIASTOW K/RADOMIA,PL,airfield_civil,51.47901000,21.11003000,148,35,351,720,100,grass
EPRP,PIASTOW K/RADOMIA,PL,airfield_civil,51.47901000,21.11003000,148,05,52,880,100,grass
EPRP,PIASTOW K/RADOMIA,PL,airfield_civil,51.47901000,21.11003000,148,23,232,880,100,grass
EPPI,PILA,PL,airfield_civil,53.16972000,16.71056000,83,03,34,2400,60,concrete
EPPI,PILA,PL,airfield_civil,53.16972000,16.71056000,83,21,214,2400,60,concrete
EPPI,PILA,PL,airfield_civil,53.16972000,16.71056000,83,09,90,650,80,grass
EPPI,PILA,PL,airfield_civil,53.16972000,16.71056000,83,27,270,650,80,grass
,PIENIEZNICA,PL,airfield_civil,53.87167000,17.00306000,159,08,83,1283,50,concrete
,PIENIEZNICA,PL,airfield_civil,53.87167000,17.00306000,159,26,263,1283,50,concrete
,PINCZOW,PL,airfield_civil,50.51806000,20.51472000,186,11,116,684,15,grass
,PINCZOW,PL,airfield_civil,50.51806000,20.51472000,186,29,296,684,15,grass
,PINCZOW,PL,airfield_civil,50.51806000,20.51472000,186,14,145,500,12,grass
,PINCZOW,PL,airfield_civil,50.51806000,20.51472000,186,32,325,500,12,grass
EPPT,PIOTRKOW TRYBUNALSKI,PL,airfield_civil,51.38250000,19.68861000,205,03R,28,860,50,grass
EPPT,PIOTRKOW TRYBUNALSKI,PL,airfield_civil,51.38250000,19.68861000,205,21L,208,860,50,grass
EPPT,PIOTRKOW TRYBUNALSKI,PL,airfield_civil,51.38250000,19.68861000,205,03L,28,950,18,concrete
EPPT,PIOTRKOW TRYBUNALSKI,PL,airfield_civil,51.38250000,19.68861000,205,21R,208,950,18,concrete
,PISZ-ROSTKI,PL,airfield_civil,53.70889000,21.90722000,114,08,78,870,80,grass
,PISZ-ROSTKI,PL,airfield_civil,53.70889000,21.90722000,114,26,258,870,80,grass
EPPL,PLOCK,PL,airfield_civil,52.56194000,19.71972000,102,12,120,730,160,grass
EPPL,PLOCK,PL,airfield_civil,52.56194000,19.71972000,102,30,300,730,160,grass
EPPN,PLONSK-KEPA,PL,airfield_civil,52.72361000,20.42000000,101,04,44,513,25,grass
EPPN,PLONSK-KEPA,PL,airfield_civil,52.72361000,20.42000000,101,22,224,513,25,grass
EPKP,POBIEDNIK K/KRAKOWA,PL,airfield_civil,50.08644000,20.20167000,200,09R,91,1100,50,grass
EPKP,POBIEDNIK K/KRAKOWA,PL,airfield_civil,50.08644000,20.20167000,200,27L,271,1100,50,grass
EPKP,POBIEDNIK K/KRAKOWA,PL,airfield_civil,50.08644000,20.20167000,200,09L,91,980,120,grass
EPKP,POBIEDNIK K/KRAKOWA,PL,airfield_civil,50.08644000,20.20167000,200,27R,271,980,120,grass
,POKRZYWKI,PL,ultralight,53.30722000,19.42278000,108,14,136,285,17,grass
,POKRZYWKI,PL,ultralight,53.30722000,19.42278000,108,32,316,285,17,grass
,POREBA,PL,airfield_civil,50.48778000,19.37667000,324,11,114,500,18,grass
,POREBA,PL,airfield_civil,50.48778000,19.37667000,324,29,294,500,18,grass
EPPW,POWIDZ,PL,military,52.37903000,17.85222000,109,10L,107,2727,30,concrete
EPPW,POWIDZ,PL,military,52.37903000,17.85222000,109,28R,287,2727,30,concrete
EPPW,POWIDZ,PL,military,52.37903000,17.85222000,109,10R,107,3514,60,concrete
EPPW,POWIDZ,PL,military,52.37903000,17.85222000,109,28L,287,3514,60,concrete
,POWODOWO,PL,airfield_civil,52.11722000,16.04750000,59,11,113,584,50,grass
,POWODOWO,PL,airfield_civil,52.11722000,16.04750000,59,29,293,584,50,grass
EPOP,POLSKA NOWA WIES K/OPOLA,PL,airfield_civil,50.63228000,17.78056000,177,12,123,710,280,grass
EPOP,POLSKA NOWA WIES K/OPOLA,PL,airfield_civil,50.63228000,17.78056000,177,30,303,710,280,grass
EPOP,POLSKA NOWA WIES K/OPOLA,PL,airfield_civil,50.63228000,17.78056000,177,07,69,740,200,grass
EPOP,POLSKA NOWA WIES K/OPOLA,PL,airfield_civil,50.63228000,17.78056000,177,25,249,740,200,grass
EPPB,POZNAN/BEDNARY,PL,airfield_civil,52.53461000,17.21721000,107,10,99,840,80,grass
EPPB,POZNAN/BEDNARY,PL,airfield_civil,52.53461000,17.21721000,107,28,279,840,80,grass
EPPB,POZNAN/BEDNARY,PL,airfield_civil,52.53461000,17.21721000,107,10,105,1900,30,concrete
EPPB,POZNAN/BEDNARY,PL,airfield_civil,52.53461000,17.21721000,107,28,285,1900,30,concrete
EPKS,POZNAN/KRZESINY,PL,military,52.33194000,16.96667000,84,11,118,2500,60,concrete
EPKS,POZNAN/KRZESINY,PL,military,52.33194000,16.96667000,84,29,298,2500,60,concrete
EPPR,PRUSZCZ GDANSKI,PL,military,54.24806000,18.67111000,5,09,100,1166,45,asphalt
EPPR,PRUSZCZ GDANSKI,PL,military,54.24806000,18.67111000,5,27,280,1166,45,asphalt
EPPK,POZNAN/KOBYLNICA,PL,airfield_civil,52.43444000,17.04417000,87,06,62,750,50,grass
EPPK,POZNAN/KOBYLNICA,PL,airfield_civil,52.43444000,17.04417000,87,24,242,750,50,grass
EPPK,POZNAN/KOBYLNICA,PL,airfield_civil,52.43444000,17.04417000,87,01,14,550,200,grass
EPPK,POZNAN/KOBYLNICA,PL,airfield_civil,52.43444000,17.04417000,87,19,194,550,200,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,11R,113,1097,60,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,29L,293,1097,60,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,11L,114,1145,50,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,29R,294,1145,50,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,17,170,1097,60,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,35,350,1097,60,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,04,45,815,60,grass
EPPZ,PRZASNYSZ,PL,airfield_civil,53.01000000,20.93333000,113,22,225,815,60,grass
EPPO,POZNAN/LAWICA,PL,ifr,52.42111000,16.82639000,94,10,108,2504,50,asphalt
EPPO,POZNAN/LAWICA,PL,ifr,52.42111000,16.82639000,94,28,288,2504,50,asphalt
EPZP,PRZYLEP K/ZIELONEJ GÓRY,PL,airfield_civil,51.97972000,15.46417000,77,06,61,1110,180,grass
EPZP,PRZYLEP K/ZIELONEJ GÓRY,PL,airfield_civil,51.97972000,15.46417000,77,24,241,1110,180,grass
,PRZYTULY,PL,airfield_civil,53.11750000,21.71667000,101,07,68,420,20,grass
,PRZYTULY,PL,airfield_civil,53.11750000,21.71667000,101,25,248,420,20,grass
EPPD,PRZYWIDZ-KATARYNKI,PL,airfield_civil,54.21556000,18.33944000,247,10,97,800,40,grass
EPPD,PRZYWIDZ-KATARYNKI,PL,airfield_civil,54.21556000,18.33944000,247,28,277,800,40,grass
,PRZYBOROW,PL,airfield_civil,51.80167000,15.80167000,62,14,136,800,50,grass
,PRZYBOROW,PL,airfield_civil,51.80167000,15.80167000,62,32,316,800,50,grass
,PRZYBOROW,PL,airfield_civil,51.80167000,15.80167000,62,08,80,800,50,grass
,PRZYBOROW,PL,airfield_civil,51.80167000,15.80167000,62,26,260,800,50,grass
EPLR,RADAWIEC K/LUBLINA,PL,airfield_civil,51.22333000,22.39389000,240,11,113,1300,80,grass
EPLR,RADAWIEC K/LUBLINA,PL,airfield_civil,51.22333000,22.39389000,240,29,293,1300,80,grass
EPLR,RADAWIEC K/LUBLINA,PL,airfield_civil,51.22333000,22.39389000,240,02,24,510,80,grass
EPLR,RADAWIEC K/LUBLINA,PL,airfield_civil,51.22333000,22.39389000,240,20,204,510,80,grass
EPRA,WARSZAWA-RADOM,PL,airport,51.38889000,21.21167000,190,07,75,2000,45,asphalt
EPRA,WARSZAWA-RADOM,PL,airport,51.38889000,21.21167000,190,25,255,2000,45,asphalt
,RADZYN PODLASKI-MARYNIN,PL,airfield_civil,51.74806000,22.62944000,143,10,98,390,30,grass
,RADZYN PODLASKI-MARYNIN,PL,airfield_civil,51.74806000,22.62944000,143,28,278,390,30,grass
,ROSANOW,PL,airfield_civil,51.91056000,19.39972000,163,17,173,300,21,grass
,ROSANOW,PL,airfield_civil,51.91056000,19.39972000,163,35,353,300,21,grass
,ROGOZNO,PL,airfield_civil,53.54806000,18.95528000,75,04,36,300,30,grass
,ROGOZNO,PL,airfield_civil,53.54806000,18.95528000,75,22,216,300,30,grass
,ROZANKI,PL,airfield_civil,52.77222000,15.30722000,71,10,102,680,25,grass
,ROZANKI,PL,airfield_civil,52.77222000,15.30722000,71,28,282,680,25,grass
,REWAL-NINIKOWO,PL,airfield_civil,54.06278000,15.02917000,9,02,25,490,20,grass
,REWAL-NINIKOWO,PL,airfield_civil,54.06278000,15.02917000,9,20,205,490,20,grass
,RUDA KOSCIELNA,PL,airfield_civil,50.95417000,21.53056000,177,09,90,1000,52,grass
,RUDA KOSCIELNA,PL,airfield_civil,50.95417000,21.53056000,177,27,270,1000,52,grass
EPRU,RUDNIKI K/CZESTOCHOWY,PL,airfield_civil,50.88472000,19.20306000,262,08C,77,1800,60,concrete
EPRU,RUDNIKI K/CZESTOCHOWY,PL,airfield_civil,50.88472000,19.20306000,262,26C,257,1800,60,concrete
EPRU,RUDNIKI K/CZESTOCHOWY,PL,airfield_civil,50.88472000,19.20306000,262,08L,77,720,240,grass
EPRU,RUDNIKI K/CZESTOCHOWY,PL,airfield_civil,50.88472000,19.20306000,262,26R,257,720,240,grass
EPRU,RUDNIKI K/CZESTOCHOWY,PL,airfield_civil,50.88472000,19.20306000,262,08R,77,1800,140,grass
EPRU,RUDNIKI K/CZESTOCHOWY,PL,airfield_civil,50.88472000,19.20306000,262,26L,257,1800,140,grass
,RYPIN,PL,airfield_civil,53.04722000,19.42556000,110,14,139,241,22,grass
,RYPIN,PL,airfield_civil,53.04722000,19.42556000,110,32,319,241,22,grass
,RYPIN,PL,airfield_civil,53.04722000,19.42556000,110,04,42,314,26,grass
,RYPIN,PL,airfield_civil,53.04722000,19.42556000,110,22,222,314,26,grass
,RYTEL-UBOGA,PL,airfield_civil,53.73972000,17.83083000,123,03,24,500,27,grass
,RYTEL-UBOGA,PL,airfield_civil,53.73972000,17.83083000,123,21,204,500,27,grass
,RYSIE,PL,airfield_civil,52.22028000,21.47361000,135,02,15,370,35,grass
,RYSIE,PL,airfield_civil,52.22028000,21.47361000,135,20,195,370,35,grass
,RZEDOW K. TURAWY,PL,airfield_civil,50.75972000,18.12889000,177,13,126,480,22,grass
,RZEDOW K. TURAWY,PL,airfield_civil,50.75972000,18.12889000,177,31,306,480,22,grass
,RZEPIN,PL,airfield_civil,52.32222000,14.81083000,62,04,39,900,25,grass
,RZEPIN,PL,airfield_civil,52.32222000,14.81083000,62,22,219,900,25,grass
EPRJ,RZESZOW,PL,airfield_civil,50.10417000,22.04694000,199,08L,83,746,50,grass
EPRJ,RZESZOW,PL,airfield_civil,50.10417000,22.04694000,199,26R,263,746,50,grass
EPRJ,RZESZOW,PL,airfield_civil,50.10417000,22.04694000,199,08R,83,900,30,concrete
EPRJ,RZESZOW,PL,airfield_civil,50.10417000,22.04694000,199,26L,263,900,30,concrete
EPRZ,RZESZOW/JASIONKA,PL,ifr,50.11000000,22.02250000,206,09,91,3200,45,asphalt
EPRZ,RZESZOW/JASIONKA,PL,ifr,50.11000000,22.02250000,206,27,271,3200,45,asphalt
EPSX,SADY KOLONIA,PL,airfield_civil,53.57611000,21.27306000,140,17,174,340,35,grass
EPSX,SADY KOLONIA,PL,airfield_civil,53.57611000,21.27306000,140,35,354,340,35,grass
,SAPOLNO,PL,airfield_civil,53.82528000,17.35250000,149,07,74,2300,27,concrete
,SAPOLNO,PL,airfield_civil,53.82528000,17.35250000,149,25,254,2300,27,concrete
,SIENSK,PL,airfield_civil,51.86139000,14.79528000,58,09,90,430,25,grass
